,actual,forecast_1,forecast_2,forecast_3,forecast_4,forecast_5,forecast_6,forecast_7
2016-09-04,5.739999771118164,5.611346,5.552444,5.5200167,5.55063,5.5728216,5.588283,5.682959
2016-09-05,5.800000190734863,5.6515255,5.5805826,5.551894,5.521526,5.5476346,5.5740433,5.594274
2016-09-06,5.949999809265137,5.707065,5.6128063,5.5790787,5.551485,5.50485,5.548149,5.575842
2016-09-07,5.869999885559082,5.8184342,5.6644754,5.6108627,5.5779476,5.5537786,5.5014114,5.551145
2016-09-08,5.71999979019165,5.8173876,5.7532268,5.662289,5.608828,5.587998,5.553947,5.4972906
2016-09-09,5.820000171661377,5.767103,5.785238,5.750048,5.6599245,5.6260195,5.5904593,5.5573187
2016-09-10,5.769999980926514,5.8173933,5.775418,5.7832246,5.7466693,5.6851916,5.630774,5.5944214
2016-09-11,5.579999923706055,5.800799,5.801863,5.775443,5.7809124,5.782963,5.6918015,5.639381
2016-09-12,5.53000020980835,5.6950636,5.799906,5.8012905,5.774845,5.8074064,5.7942557,5.704538
2016-09-13,5.329999923706055,5.636374,5.7359147,5.7997103,5.8004417,5.78475,5.816094,5.815403
2016-09-14,5.860000133514404,5.489272,5.6783977,5.7376246,5.799604,5.81496,5.788755,5.8348436
2016-09-15,5.909999847412109,5.72597,5.564976,5.680577,5.7390966,5.8036633,5.8204365,5.7986083
2016-09-16,5.690000057220459,5.7880716,5.667743,5.568586,5.6826324,5.723735,5.806679,5.8337207
2016-09-17,5.599999904632568,5.6920276,5.73282,5.6660495,5.5723944,5.663741,5.7200875,5.8151937
2016-09-18,5.550000190734863,5.627441,5.698058,5.7299037,5.664845,5.5347853,5.657923,5.716382
2016-09-19,5.730000019073486,5.5967493,5.651703,5.6977544,5.727863,5.672875,5.5240984,5.647953
2016-09-20,5.5,5.6910067,5.6261454,5.6527834,5.6969113,5.744057,5.6752715,5.5019794
2016-09-21,5.650000095367432,5.5997634,5.674036,5.627626,5.6532803,5.6980877,5.7477045,5.681007
2016-09-22,5.699999809265137,5.645321,5.6371193,5.6736145,5.629085,5.6538277,5.697263,5.755147
2016-09-23,5.579999923706055,5.657502,5.6409674,5.6385202,5.673446,5.6198316,5.651878,5.6932883
2016-09-24,5.699999809265137,5.6017914,5.6432576,5.641157,5.6401267,5.6745143,5.6187162,5.645559
2016-09-25,5.739999771118164,5.6593704,5.617178,5.642611,5.641175,5.621921,5.6763673,5.6121864
2016-09-26,5.599999904632568,5.6976166,5.644851,5.61768,5.642355,5.638197,5.6163692,5.6834116
2016-09-27,5.650000095367432,5.628066,5.6778197,5.6443915,5.618114,5.6464615,5.6366386,5.608243
2016-09-28,5.71999979019165,5.6544857,5.6435976,5.676837,5.643821,5.610269,5.646855,5.6331434
2016-09-29,5.929999828338623,5.692714,5.6553774,5.6440506,5.676053,5.6498494,5.6084213,5.646284
2016-09-30,5.75,5.813784,5.678091,5.655569,5.6443405,5.685123,5.650589,5.6030197
2016-10-01,5.690000057220459,5.7531614,5.756749,5.6774817,5.6555614,5.639991,5.6879234,5.6530476
2016-10-02,5.800000190734863,5.719053,5.749091,5.7541966,5.6770525,5.6569757,5.6390996,5.691491
2016-10-03,5.869999885559082,5.767924,5.729069,5.748344,5.7517877,5.6831374,5.656963,5.637543
2016-10-04,5.840000152587891,5.8255663,5.751502,5.729448,5.747496,5.7741237,5.6853385,5.6577444
2016-10-05,5.650000095367432,5.8286476,5.797765,5.7509093,5.7292633,5.755769,5.7812767,5.688933
2016-10-06,5.989999771118164,5.7319603,5.814042,5.7964263,5.750309,5.732444,5.7577796,5.7965903
2016-10-07,5.860000133514404,5.885822,5.762373,5.8131456,5.7952538,5.7616014,5.7333574,5.762974
2016-10-08,5.800000190734863,5.846931,5.834652,5.763505,5.8121395,5.80721,5.7653456,5.7343345
2016-10-09,5.929999828338623,5.8258743,5.8363957,5.8328,5.7643127,5.8211246,5.812332,5.772883
2016-10-10,5.639999866485596,5.8880477,5.8309693,5.8354354,5.8309073,5.757851,5.8238926,5.8235373
2016-10-11,5.820000171661377,5.742177,5.8635097,5.8310766,5.8348155,5.8522296,5.7556605,5.832722
2016-10-12,5.610000133514404,5.810573,5.7868886,5.8625255,5.83069,5.8423038,5.8589892,5.751454
2016-10-13,5.949999809265137,5.709914,5.8052607,5.7885237,5.861493,5.8316255,5.8452907,5.8721204
2016-10-14,5.78000020980835,5.860537,5.751773,5.805485,5.790121,5.87651,5.8323073,5.8522706
2016-10-15,5.829999923706055,5.7869034,5.8180795,5.753481,5.8054633,5.7752976,5.880101,5.835261
2016-10-16,5.800000190734863,5.813198,5.7917438,5.81671,5.755525,5.8051763,5.7723403,5.8882027
2016-10-17,5.849999904632568,5.7882094,5.8059525,5.7915187,5.815362,5.7376013,5.805383,5.7646327
2016-10-18,5.809999942779541,5.8293467,5.7892513,5.805694,5.791704,5.8244576,5.7321596,5.808693
2016-10-19,5.900000095367432,5.810502,5.819209,5.7892203,5.805045,5.790348,5.8278284,5.7217307
2016-10-20,5.889999866485596,5.872471,5.8115287,5.818791,5.7892375,5.807502,5.7887006,5.834373
2016-10-21,5.889999866485596,5.8671436,5.8535786,5.811468,5.8183255,5.7930517,5.808375,5.786749
2016-10-22,5.860000133514404,5.8767595,5.854948,5.852791,5.811421,5.8224525,5.7930117,5.807622
2016-10-23,5.789999961853027,5.8638864,5.867476,5.854243,5.8519487,5.812553,5.824854,5.7932324
2016-10-24,5.760000228881836,5.8284097,5.8633766,5.8669605,5.8535843,5.8601627,5.812752,5.8273587
2016-10-25,5.679999828338623,5.802157,5.8433223,5.8632603,5.8662925,5.8610344,5.8627915,5.815552
2016-10-26,5.829999923706055,5.750618,5.8200645,5.843944,5.863034,5.8727875,5.863206,5.867846
2016-10-27,5.800000190734863,5.8104396,5.781736,5.8209677,5.844444,5.8670373,5.8749886,5.868017
2016-10-28,5.789999961853027,5.7959905,5.8013377,5.783226,5.821818,5.8406286,5.8681912,5.879391
2016-10-29,5.75,5.7865224,5.795619,5.8012657,5.7847786,5.8142653,5.840026,5.871103
2016-10-30,5.760000228881836,5.7590938,5.788425,5.79551,5.8013678,5.769449,5.8123713,5.8387485
2016-10-31,5.329999923706055,5.7612987,5.7692842,5.7884994,5.795703,5.7989316,5.765175,5.8096013
2016-11-01,5.559999942779541,5.526812,5.766869,5.769731,5.788483,5.792084,5.798224,5.757205
2016-11-02,5.900000095367432,5.6023808,5.6250434,5.7672043,5.770151,5.7856894,5.7905974,5.7973166
2016-11-03,5.929999828338623,5.7709236,5.6268783,5.6292357,5.76754,5.76684,5.7843637,5.787616
2016-11-04,5.900000095367432,5.82045,5.71525,5.628896,5.6333036,5.7642336,5.7649927,5.780837
2016-11-05,5.849999904632568,5.823273,5.771513,5.713149,5.630861,5.5928664,5.7635083,5.760241
2016-11-06,5.880000114440918,5.8104243,5.7925797,5.768889,5.712095,5.6104445,5.5809216,5.760285
2016-11-07,5.699999809265137,5.8338118,5.7979894,5.7907925,5.766637,5.7219715,5.604355,5.5572357
2016-11-08,5.849999904632568,5.774582,5.8177876,5.797155,5.788569,5.7796273,5.7246056,5.592039
2016-11-09,5.900000095367432,5.853615,5.8017297,5.816986,5.7958984,5.80823,5.783311,5.729837
2016-11-10,5.800000190734863,5.8787813,5.8414907,5.8027105,5.815934,5.8135552,5.8113036,5.7902007
2016-11-11,5.75,5.8274765,5.858622,5.8412514,5.8035207,5.830932,5.818091,5.8172193
2016-11-12,6.010000228881836,5.7868085,5.833989,5.8576493,5.8408723,5.7983785,5.836916,5.821738
2016-11-13,5.820000171661377,5.917115,5.8026953,5.8340592,5.8569865,5.845778,5.798221,5.8476577
2016-11-14,5.809999942779541,5.8369083,5.8723745,5.803428,5.8340096,5.865034,5.8480825,5.8010454
2016-11-15,5.699999809265137,5.834276,5.844383,5.870648,5.8039308,5.8319206,5.8677588,5.855515
2016-11-16,5.769999980926514,5.7656627,5.842151,5.8442464,5.8690743,5.800087,5.8317485,5.875013
2016-11-17,6.059999942779541,5.784433,5.795701,5.8425565,5.8442683,5.8865185,5.798193,5.832103
2016-11-18,5.699999809265137,5.939712,5.791996,5.7970443,5.842514,5.843421,5.8920116,5.7952623
2016-11-19,5.940000057220459,5.783621,5.882078,5.792615,5.798388,5.8414187,5.8437314,5.9016104
2016-11-20,5.75,5.8784256,5.8184404,5.8797245,5.7932763,5.7893,5.8409123,5.845046
2016-11-21,5.769999980926514,5.7899513,5.852469,5.8193264,5.8777814,5.7860107,5.7861695,5.841026
2016-11-22,5.940000057220459,5.7935476,5.8117237,5.851724,5.820237,5.896239,5.7851086,5.779462
2016-11-23,5.769999980926514,5.8845057,5.8057485,5.8123784,5.8504696,5.8083806,5.901486,5.782385
2016-11-24,5.800000190734863,5.815346,5.8566327,5.80648,5.8133307,5.862149,5.804655,5.914644
2016-11-25,5.599999904632568,5.804104,5.8312874,5.85558,5.806926,5.8093314,5.8647633,5.796686
2016-11-26,5.650000095367432,5.7002497,5.8096805,5.8316774,5.8547893,5.79922,5.8079376,5.8696175
2016-11-27,5.840000152587891,5.6937246,5.7482114,5.8100743,5.832163,5.8650317,5.7985473,5.803419
2016-11-28,5.78000020980835,5.786799,5.719302,5.7502866,5.810181,5.825293,5.867089,5.7967577
2016-11-29,5.889999866485596,5.7715974,5.7647367,5.7208605,5.7524037,5.8079524,5.8239846,5.8745103
2016-11-30,5.559999942779541,5.821082,5.7679176,5.7640624,5.722389,5.734071,5.8066854,5.8193693
2016-12-01,5.5,5.656861,5.794236,5.7675385,5.763881,5.705743,5.72831,5.805586
2016-12-02,5.449999809265137,5.5932813,5.708558,5.793066,5.7674236,5.7651286,5.701597,5.7154107
2016-12-03,5.440000057220459,5.546924,5.645747,5.7104645,5.7917476,5.764021,5.765052,5.6925106
2016-12-04,5.489999771118164,5.522734,5.597789,5.6484756,5.7122345,5.8023553,5.7628584,5.766472
2016-12-05,5.5,5.517213,5.5636363,5.6004577,5.650804,5.6967845,5.804154,5.759605
2016-12-06,5.320000171661377,5.5057735,5.5374174,5.565869,5.6034775,5.628098,5.6915035,5.807484
2016-12-07,5.210000038146973,5.384408,5.5189652,5.538677,5.5684834,5.5761113,5.621999,5.6780972
2016-12-08,5.179999828338623,5.300431,5.4337935,5.5197215,5.540355,5.537724,5.5681224,5.6082
2016-12-09,5.139999866485596,5.2556114,5.3620653,5.436004,5.5208273,5.518782,5.5293775,5.553184
2016-12-10,5.179999828338623,5.212042,5.3090835,5.3651557,5.4382896,5.505062,5.5109625,5.512677
2016-12-11,5.150000095367432,5.2099166,5.261486,5.3119526,5.368208,5.411791,5.4989376,5.496638
2016-12-12,5.039999961853027,5.1746573,5.238807,5.264103,5.3151407,5.3360744,5.4025373,5.4836144
2016-12-13,5.039999961853027,5.092345,5.2032037,5.2405176,5.2671685,5.2823234,5.325433,5.3808317
2016-12-14,5.0,5.0687246,5.1381173,5.204693,5.2426467,5.2321444,5.2720566,5.301005
2016-12-15,4.929999828338623,5.03558,5.1035633,5.1403284,5.2065735,5.2157283,5.22142,5.24895
2016-12-16,4.860000133514404,4.9846396,5.0708404,5.105487,5.1426973,5.1828766,5.2063913,5.198555
2016-12-17,4.75,4.928043,5.026778,5.0726714,5.10758,5.1145506,5.174151,5.186734
2016-12-18,4.900000095367432,4.841942,4.975416,5.0289025,5.0748415,5.0840945,5.104737,5.1536884
2016-12-19,4.760000228881836,4.8893485,4.902044,4.9778304,5.0312467,5.050628,5.07577,5.081379
2016-12-20,4.75,4.811143,4.9023066,4.9050465,4.980452,5.0036855,5.0426617,5.0558915
2016-12-21,4.739999771118164,4.7836494,4.851606,4.903451,4.908292,4.951167,4.994739,5.023735
2016-12-22,4.78000020980835,4.758791,4.816632,4.8534346,4.9049854,4.8728013,4.9412303,4.9749866
2016-12-23,4.820000171661377,4.770297,4.7860794,4.818422,4.8557386,4.8857594,4.8613343,4.9194922
2016-12-24,4.75,4.790058,4.7823224,4.7875543,4.8202405,4.8284073,4.879089,4.835524
2016-12-25,4.800000190734863,4.762378,4.790465,4.7830963,4.789336,4.7965117,4.8191485,4.8636136
2016-12-26,4.820000171661377,4.778022,4.7779856,4.7905955,4.7841434,4.770411,4.7881722,4.798406
2016-12-27,4.730000019073486,4.79507,4.778969,4.7786403,4.7909794,4.7698913,4.7631364,4.768904
2016-12-28,4.539999961853027,4.754818,4.791416,4.7791586,4.779375,4.783993,4.7653117,4.745731
2016-12-29,4.800000190734863,4.645991,4.7717056,4.791265,4.7793417,4.7694592,4.7807946,4.7526474
2016-12-30,4.650000095367432,4.758127,4.7003736,4.772373,4.79127,4.776313,4.7656035,4.7735906
2016-12-31,4.610000133514404,4.685755,4.742687,4.702828,4.773014,4.7911005,4.7746515,4.755515
2017-01-01,4.699999809265137,4.654271,4.7067857,4.742576,4.7051167,4.7651205,4.79071,4.769431
2017-01-02,4.699999809265137,4.683569,4.6790195,4.7075086,4.742632,4.682304,4.76277,4.7883854
2017-01-03,4.710000038146973,4.682563,4.682731,4.680266,4.7087116,4.7423396,4.6751194,4.7573366
2017-01-04,4.739999771118164,4.6882954,4.6819215,4.6829367,4.681299,4.695136,4.7422214,4.6605487
2017-01-05,4.949999809265137,4.7180243,4.6856174,4.681878,4.683332,4.665866,4.691219,4.7411075
2017-01-06,4.699999809265137,4.831823,4.7094245,4.6854906,4.6820726,4.6807895,4.660827,4.6832366
2017-01-07,4.820000171661377,4.730565,4.77937,4.7090273,4.6853614,4.6780767,4.678517,4.6508327
2017-01-08,4.769999980926514,4.7932615,4.7452817,4.7770658,4.708645,4.6842117,4.6773195,4.672967
2017-01-09,4.570000171661377,4.775266,4.778229,4.745366,4.774858,4.712417,4.68328,4.672724
2017-01-10,4.699999809265137,4.671701,4.7747493,4.7777367,4.745364,4.796669,4.7128367,4.6822715
2017-01-11,4.75,4.716607,4.7150216,4.774569,4.77677,4.745549,4.8031344,4.7125077
2017-01-12,4.800000190734863,4.743363,4.721163,4.716834,4.774538,4.7870564,4.7456164,4.8148446
2017-01-13,4.800000190734863,4.761766,4.7358975,4.721783,4.718407,4.7797017,4.7901664,4.7458067
2017-01-14,4.630000114440918,4.772107,4.7451506,4.735621,4.7223654,4.7013755,4.781462,4.7965107
2017-01-15,4.699999809265137,4.681254,4.7594557,4.7443676,4.735772,4.7179365,4.6977963,4.7851877
2017-01-16,4.840000152587891,4.7008004,4.70878,4.758748,4.7436695,4.7342415,4.7162113,4.6910377
2017-01-17,4.699999809265137,4.7864723,4.7064486,4.709805,4.758006,4.746405,4.734202,4.715685
2017-01-18,4.610000133514404,4.7293005,4.760166,4.706956,4.710617,4.7648263,4.7472224,4.733299
2017-01-19,4.800000190734863,4.6705475,4.739875,4.7591066,4.7073154,4.703202,4.7656293,4.749735
2017-01-20,4.96999979019165,4.752716,4.6982656,4.740048,4.7583656,4.7052374,4.7008767,4.767294
2017-01-21,4.829999923706055,4.8554163,4.73228,4.699532,4.7402654,4.7668004,4.704825,4.693729
2017-01-22,4.739999771118164,4.816836,4.802697,4.7316904,4.7004805,4.7354317,4.769751,4.70374
2017-01-23,4.550000190734863,4.7727094,4.807305,4.800263,4.731232,4.690478,4.7343493,4.776158
2017-01-24,4.619999885559082,4.655028,4.785124,4.8063655,4.798221,4.7381544,4.686748,4.733102
2017-01-25,4.650000095367432,4.6696606,4.7060056,4.785544,4.8052807,4.817332,4.7400374,4.6799135
2017-01-26,4.650000095367432,4.6832905,4.6931596,4.708271,4.785439,4.8133116,4.8237085,4.7423067
2017-01-27,4.449999809265137,4.674155,4.6946163,4.694655,4.7103252,4.788319,4.8153853,4.836316
2017-01-28,4.440000057220459,4.5423083,4.6827726,4.6953225,4.6961894,4.6948895,4.788393,4.8210793
2017-01-29,4.690000057220459,4.5004783,4.592582,4.683242,4.6964765,4.6818247,4.6908903,4.787953
2017-01-30,4.599999904632568,4.611921,4.540928,4.5947785,4.6839094,4.6838036,4.6790414,4.68123
2017-01-31,4.739999771118164,4.588417,4.58806,4.5431294,4.596967,4.672408,4.6803164,4.674564
2017-02-01,4.510000228881836,4.6643467,4.589923,4.5874534,4.5452967,4.5730176,4.6686563,4.676236
2017-02-02,4.510000228881836,4.553401,4.634887,4.5897384,4.5873575,4.5227,4.564511,4.6616006
2017-02-03,4.409999847412109,4.5370836,4.5812473,4.633653,4.5899487,4.5873976,4.515359,4.546584
2017-02-04,4.409999847412109,4.481049,4.5582767,4.582116,4.6322565,4.5830383,4.587087,4.497617
2017-02-05,4.460000038146973,4.4733896,4.5190353,4.559441,4.582953,4.6421633,4.5807486,4.5851407
2017-02-06,4.400000095367432,4.476113,4.5023003,4.5208406,4.560263,4.576832,4.6436853,4.5754795
2017-02-07,4.349999904632568,4.43676,4.4871864,4.503892,4.522815,4.551894,4.573889,4.6462903
2017-02-08,4.340000152587891,4.3838644,4.4582996,4.487935,4.5056005,4.505963,4.550079,4.565097
2017-02-09,4.5,4.364646,4.411185,4.4593096,4.489006,4.4859734,4.5009327,4.5441256
2017-02-10,4.510000228881836,4.44012,4.3876243,4.412544,4.4605412,4.476318,4.480985,4.492097
2017-02-11,4.230000019073486,4.4621286,4.422632,4.388858,4.413936,4.4446764,4.4717846,4.4708033
2017-02-12,4.139999866485596,4.3222876,4.4466267,4.4221177,4.3902316,4.397339,4.439389,4.464272
2017-02-13,4.0,4.2422886,4.3716874,4.4457884,4.4218903,4.375498,4.391367,4.427114
2017-02-14,4.099999904632568,4.137317,4.2995605,4.373604,4.445213,4.4220047,4.3703303,4.3780813
2017-02-15,4.190000057220459,4.1564975,4.211509,4.3024607,4.3752513,4.4482226,4.4217234,4.3577247
2017-02-16,4.190000057220459,4.18894,4.191108,4.2152014,4.3050594,4.356682,4.4485054,4.4195304
2017-02-17,4.25,4.1756773,4.1956077,4.1933026,4.2191687,4.2808933,4.350424,4.448462
2017-02-18,4.059999942779541,4.190438,4.1807475,4.1962266,4.195926,4.1812773,4.273102,4.336539
2017-02-19,4.059999942779541,4.096485,4.181177,4.1810174,4.1975193,4.1652026,4.170556,4.255783
2017-02-20,4.059999942779541,4.0848036,4.1309624,4.1808276,4.181603,4.179217,4.156544,4.1475463
2017-02-21,4.010000228881836,4.0857844,4.111042,4.132311,4.1805596,4.1687007,4.1724224,4.1399994
2017-02-22,4.010000228881836,4.056448,4.105752,4.1124835,4.1336365,4.1798277,4.163283,4.159542
2017-02-23,4.090000152587891,4.0398235,4.082571,4.1068463,4.1137605,4.119777,4.1775365,4.1495285
2017-02-24,4.159999847412109,4.0704713,4.0597034,4.083862,4.1082106,4.1005316,4.114708,4.1696715
2017-02-25,4.25,4.103547,4.0681114,4.0607924,4.0853333,4.0954614,4.096427,4.10026
2017-02-26,4.159999847412109,4.1671853,4.086444,4.0682006,4.0620136,4.0674,4.091543,4.086168
2017-02-27,4.059999942779541,4.1402597,4.1344886,4.0856886,4.0685334,4.0473313,4.062348,4.083239
2017-02-28,4.150000095367432,4.091622,4.135039,4.132928,4.0851617,4.0632277,4.042022,4.051838
2017-03-01,4.300000190734863,4.13692,4.1095014,4.134479,4.131427,4.087779,4.06092,4.031799
2017-03-02,4.320000171661377,4.23116,4.1308517,4.110191,4.1337852,4.1442723,4.0879874,4.0543084
2017-03-03,4.110000133514404,4.266106,4.193748,4.130765,4.1105323,4.1407423,4.1473336,4.086941
2017-03-04,4.199999809265137,4.166613,4.2332516,4.1920996,4.1306324,4.108642,4.1422367,4.1524196
2017-03-05,4.150000095367432,4.19463,4.187502,4.23148,4.190708,4.1348968,4.108141,4.1438007
2017-03-06,3.9700000286102295,4.1708546,4.190853,4.188041,4.2297444,4.204834,4.1366253,4.1060143
2017-03-07,4.050000190734863,4.0771503,4.178904,4.1908937,4.1881943,4.2451053,4.2099123,4.140272
2017-03-08,3.9600000381469727,4.0933537,4.1226177,4.1791945,4.190618,4.187126,4.2497835,4.221178
2017-03-09,3.9700000286102295,4.026765,4.110471,4.1246037,4.1796684,4.196744,4.1863036,4.2611184
2017-03-10,4.079999923706055,4.003224,4.059462,4.1116385,4.1264477,4.1779566,4.198715,4.1849437
2017-03-11,4.110000133514404,4.051238,4.0259213,4.0610013,4.112821,4.106113,4.178485,4.2017117
2017-03-12,3.8299999237060547,4.067838,4.0444655,4.0271955,4.0628915,4.101358,4.101009,4.1799083
2017-03-13,4.0,3.9182155,4.05612,4.0443974,4.028565,4.04331,4.097379,4.0927906
2017-03-14,4.03000020980835,3.9872682,3.9704945,4.0555468,4.044644,4.0106063,4.037618,4.091183
2017-03-15,4.119999885559082,4.004988,3.9898975,3.9725678,4.05522,4.040463,4.005065,4.0249186
2017-03-16,4.150000095367432,4.065609,4.0004263,3.9905226,3.9744666,4.0552425,4.0379515,3.9940624
2017-03-17,4.179999828338623,4.097218,4.042458,4.000249,3.9910028,3.953417,4.0547633,4.03242
2017-03-18,4.150000095367432,4.124852,4.073033,4.0414248,4.000579,3.9867604,3.946275,4.0512376
2017-03-19,4.199999809265137,4.1172476,4.0998797,4.0717697,4.040471,3.998288,3.984865,3.9308493
2017-03-20,4.139999866485596,4.166876,4.10479,4.0985727,4.070529,4.0448427,3.997791,3.979191
2017-03-21,4.340000152587891,4.14975,4.1464596,4.1040034,4.097114,4.082418,4.046453,3.9955137
2017-03-22,4.369999885559082,4.263051,4.1473193,4.145463,4.1030264,4.111841,4.084468,4.0501084
2017-03-23,4.369999885559082,4.303527,4.217478,4.147001,4.1442804,4.114738,4.116113,4.089293
2017-03-24,4.21999979019165,4.325007,4.2622747,4.215523,4.1465797,4.158126,4.118319,4.121828
2017-03-25,4.090000152587891,4.2561364,4.2936015,4.2600675,4.2134757,4.1529717,4.162855,4.1254363
2017-03-26,4.21999979019165,4.1816316,4.2650137,4.2918525,4.257953,4.2347703,4.155526,4.172706
2017-03-27,4.230000019073486,4.2315216,4.2168,4.2650614,4.289762,4.280664,4.2417526,4.1620207
2017-03-28,4.090000152587891,4.244441,4.2298703,4.218361,4.264713,4.3105507,4.2877164,4.257276
2017-03-29,4.400000095367432,4.161233,4.2409935,4.230144,4.219539,4.2723346,4.3172574,4.303426
2017-03-30,4.389999866485596,4.301275,4.189205,4.2408214,4.2304873,4.211652,4.274647,4.331558
2017-03-31,4.130000114440918,4.314284,4.2548003,4.1903386,4.240993,4.2299294,4.2105823,4.2804966
2017-04-01,4.300000190734863,4.192669,4.281089,4.2531137,4.1913958,4.23834,4.230906,4.208563
2017-04-02,4.389999866485596,4.272355,4.2242284,4.2792125,4.2514825,4.1775036,4.2384224,4.235467
2017-04-03,4.46999979019165,4.3325715,4.259214,4.225214,4.2777014,4.26765,4.1731415,4.240929
2017-04-04,4.300000190734863,4.3959,4.302891,4.2589674,4.2257037,4.2928524,4.2714415,4.1660867
2017-04-05,4.400000095367432,4.3342605,4.3558154,4.3014975,4.2584176,4.218102,4.2973695,4.2786326
2017-04-06,4.400000095367432,4.37453,4.3409038,4.353818,4.3004785,4.2681203,4.215943,4.304547
2017-04-07,4.369999885559082,4.3770914,4.357723,4.3407702,4.3518004,4.3135676,4.270201,4.211673
2017-04-08,4.409999847412109,4.3815975,4.364293,4.357072,4.3403606,4.3686647,4.318724,4.274623
2017-04-09,4.320000171661377,4.403812,4.3784084,4.3635755,4.356073,4.3455353,4.374567,4.3276024
2017-04-10,4.460000038146973,4.357312,4.392637,4.3781357,4.3629584,4.3686376,4.3461785,4.389159
2017-04-11,4.380000114440918,4.4179444,4.3684735,4.392124,4.377717,4.372728,4.3727107,4.3493648
2017-04-12,4.21999979019165,4.390737,4.395834,4.368822,4.3915157,4.381122,4.3764353,4.379191
2017-04-13,4.510000228881836,4.3005886,4.391389,4.395005,4.369121,4.399,4.3832383,4.384699
2017-04-14,4.210000038146973,4.433613,4.336054,4.3911843,4.394113,4.3672585,4.40102,4.389211
2017-04-15,4.519999980926514,4.293601,4.3972144,4.3375454,4.3910966,4.4031243,4.367169,4.4073853
2017-04-16,4.400000095367432,4.4371777,4.331466,4.396028,4.3387465,4.3929076,4.4061375,4.3666224
2017-04-17,4.420000076293945,4.3956065,4.398234,4.3326855,4.3949103,4.325703,4.3935246,4.4132004
2017-04-18,4.5,4.4052663,4.3921885,4.3969646,4.3341784,4.4079385,4.322151,4.3955064
2017-04-19,4.579999923706055,4.448206,4.3982882,4.391643,4.395415,4.3192434,4.4114714,4.315145
2017-04-20,4.570000171661377,4.5189276,4.425403,4.39795,4.391487,4.407287,4.3154373,4.41927
2017-04-21,4.599999904632568,4.5238247,4.484079,4.4243627,4.397259,4.3963513,4.4107714,4.307105
2017-04-22,4.519999980926514,4.5666323,4.4994793,4.482372,4.4233446,4.40042,4.396794,4.4190884
2017-04-23,4.559999942779541,4.529927,4.5415387,4.498094,4.480688,4.436978,4.4023614,4.397663
2017-04-24,4.550000190734863,4.5556407,4.5283084,4.540228,4.496564,4.497555,4.439946,4.404302
2017-04-25,4.650000095367432,4.558615,4.545661,4.5279794,4.5386534,4.5122476,4.5036182,4.4480233
2017-04-26,4.480000019073486,4.615412,4.5532007,4.5452156,4.527435,4.5562696,4.516972,4.513776
2017-04-27,4.480000019073486,4.5313354,4.589428,4.552863,4.544554,4.536002,4.5616646,4.5287523
2017-04-28,4.550000190734863,4.5169115,4.548712,4.58827,4.552528,4.5532894,4.539163,4.5727973
2017-04-29,4.650000095367432,4.541636,4.5301337,4.549174,4.5870786,4.558108,4.556835,4.54597
2017-04-30,4.840000152587891,4.602295,4.536396,4.530857,4.5495596,4.598922,4.560429,4.5653167
2017-05-01,4.599999904632568,4.718105,4.576443,4.536299,4.5312943,4.5465865,4.603115,4.5671077
2017-05-02,4.800000190734863,4.6216035,4.6568913,4.5752926,4.536373,4.5273824,4.545746,4.6129947
2017-05-03,4.739999771118164,4.718804,4.6274652,4.6540437,4.574329,4.537991,4.526497,4.545468
2017-05-04,4.590000152587891,4.7151017,4.679545,4.627088,4.6512966,4.582126,4.5386133,4.5248036
2017-05-05,4.539999961853027,4.653085,4.698329,4.6779413,4.6264844,4.677125,4.5851483,4.5404468
2017-05-06,4.610000133514404,4.61469,4.6731024,4.6972194,4.6758394,4.6328554,4.6842694,4.591586
